,tconst,Title,Score,NormalisedScore,Year,wordcount,totalemotion,Emotional Expression,Pos-Neg,Agressiveness,Anger,Anticipation,Awe,Contempt,Disgust,Dissaproval,Fear,Joy,Love,Negative,Optimism,Positive,Remorse,Sadness,Submission,Surprise,Trust,AFINN(-4&-5),Ero
140,tt2188671,Bates Motel S01E01 BDRIP x264 Hun Eng Krissz en  ,8.2,72.34042553,2013,1627.24,572.12,40.14445219,58.92564106,12.9906265,24.02721384,46.09140569,14.1551306,29.64678131,21.59751864,13.99469885,29.07227289,41.83954578,41.40546971,41.69370128,31.78293443,43.60969582,16.59991152,45.89251795,15.568291,23.72850212,48.25010197,5.721491004,13.06500858
141,tt3032476,Better Call Saul S01E01 Uno 720p WEB DL DD5 1 H 264 CtrlHD eng  ,8.7,82.9787234,2015,2101.625,782.125,45.44356203,61.24288073,14.5936689,24.09303395,35.73863454,11.35161308,23.19601746,18.16209501,11.89219785,27.37436527,26.77328527,27.79405424,31.53336045,22.96318469,35.06702234,10.43056915,21.50142387,18.00410772,27.09365531,42.53785024,4.514917129,10.53159364
142,tt4370596,Better Things S01E01 Sam Pilot 720p WEBRip 2CH x265 HEVC PSA eng  ,7.7,61.70212766,2016,1255.133333,427.2666667,37.1583252,68.58752496,7.468874248,18.99545268,47.31652674,9.054922461,26.49688427,24.93945949,8.875083633,23.01074246,47.49861865,40.661477,33.48619081,35.42582738,52.52407727,14.03329613,24.74625287,26.36023562,31.48017255,42.47823642,6.204581469,15.59558508
143,tt3920596,Big Little Lies S01E01 Amedia (qqss44)  ,8.6,80.85106383,2017,2426.928571,843.8571429,38.98826432,58.87545511,10.75736832,32.29099249,44.15780623,18.60152768,35.14951142,28.06793121,16.12957164,39.49998472,43.03891149,38.62518566,45.99071076,32.58183984,49.11026474,15.31823581,34.12602454,26.09187465,32.83471352,46.28228753,12.55254789,17.97695926
144,tt4270492,Billions S01E01 HDTV x264 BATV 1  ,8.4,76.59574468,2016,3228.5,1294.861111,53.62649074,62.5297761,13.35190951,22.75449046,35.27871969,9.868780587,22.75808878,17.1887666,11.75363454,25.10683608,27.44033265,25.91457,29.86467201,22.45057176,35.50400969,9.795443464,22.97075296,14.86493643,24.42520463,41.95455456,16.73120256,17.57553997
145,tt4474344,Blindspot S01E01 720p HEVC x265 RMTeam en  ,7.4,55.31914894,2015,2491.94186,952.6860465,48.5879946,53.40160649,7.433722995,23.58581287,30.30076718,18.97649315,22.04268522,15.96766295,26.11547507,36.91161181,19.76750782,20.36469698,37.09735778,13.71444984,26.40218447,13.29181535,31.8355762,13.01951349,20.83295496,39.65735512,2.771062134,5.475773277
146,tt3520702,Bloodline S02E01 WEB X264 DEFLATE 1  ,8,68.08510638,2015,2290.55,824,42.19572922,53.94582449,11.48300098,24.14747601,35.60058193,13.45409181,30.78756249,35.59803348,16.29158444,30.8728745,26.93455357,28.45079166,46.10028438,20.91485901,39.24509084,13.0086934,33.96540692,17.86806604,23.96583115,42.35476578,27.59529745,19.97854215
147,tt1595859,Blue Bloods S01E01 Pilot 720p WEB DL DD5 1 H 264 NT  ,7.5,57.44680851,2010,2614.190751,1023.439306,51.14275633,58.07447029,9.638611241,28.45658971,30.6879893,17.84755084,26.18486754,19.6125195,24.51982458,40.35097598,23.76745315,25.19567704,39.13375483,18.97253619,38.54399935,14.84847184,31.93751858,25.34296371,26.17796125,48.1714564,4.709606969,11.94479763
148,tt6769208,blue planet ii s01e01 1080p hdtv h264 qpel  ,9.4,97.87234043,2017,1526.166667,763.8333333,80.78331478,67.84450959,0.970842298,9.572516109,23.33876995,8.756412737,6.25201377,10.82198935,10.58137049,20.52780407,23.12375465,22.4587822,22.71311815,14.524749,36.9696541,5.216691608,15.28663165,5.309502462,18.58060665,27.65869311,0.628021391,15.2684039
149,tt0979432,Boardwalk Empire S01E01 1080p BluRay X264 BiRDHOUSE  ,8.6,80.85106383,2010,2148.241379,840.0172414,50.89305865,63.30695299,13.21022296,22.99287832,34.91488751,13.58881931,22.92336972,21.87253051,17.02255897,25.06402701,32.26013045,31.31102035,35.13572885,25.96269396,43.95424012,11.92872129,27.11790625,17.97644024,26.93552309,49.65240464,11.12304272,14.74387547
150,tt1673792,Boston Med S01E01 HDTV XviD 2HD  ,8.6,80.85106383,2010,2944.375,1053.25,42.19224584,65.01848262,4.727600245,15.10275071,49.71718602,11.9142707,16.38498216,13.47722606,11.88953336,23.1852779,31.31215661,30.53163257,25.78278011,26.96683854,35.23454691,10.84869403,22.4790547,10.55098332,27.74594623,32.10259715,1.108722205,14.25684133
151,tt0903747,Breaking Bad S01E01 BDRIP x264 Hun Eng Krissz en  ,9.5,100,2008,1660.822581,605.8870968,43.69188222,60.51928524,14.88905222,26.5517359,41.82071698,11.24241024,29.80566525,23.04521673,14.20246017,30.20512512,31.39244204,37.07701404,34.87035124,29.78717793,37.94877324,16.23002445,27.90633493,22.36136282,29.08604568,44.03610276,9.65968999,18.20254352
152,tt1034201,Britains Got Talent S13E05 WEB x264 KOMPOST  ,5.9,23.40425532,2007,2836,1127,52.76950832,100,2.925465839,10.25871317,89.55876422,8.477237049,13.94988375,10.49889802,7.451912231,19.36872764,90.08959357,74.13006562,12.99252871,82.25533042,89.57734296,10.0040729,22.53326654,18.16350512,90.7959761,73.64527705,1.089141259,2.851534299
153,tt2467372,Brooklyn Nine Nine S01E01 720p WEB  ,8.4,76.59574468,2013,1852.465116,716.6162791,49.95248453,59.24566261,6.963263075,23.55454987,34.20038508,14.52703672,26.6226122,24.46229952,17.61027244,32.01127902,30.25259049,27.04073161,40.928599,22.41341554,43.26185418,15.83790231,30.17344731,20.68164161,27.77865635,37.33169942,3.672011646,15.70377665
154,tt7366338,Chernobyl S01E01 720p WEBRip x264 TBS  HI  ,9.5,100,2019,2234,928.6,58.24709697,56.86268146,5.126578561,19.1138143,21.4518937,17.36361246,18.20370102,17.26915449,8.821176069,33.36318819,12.63711378,13.37375796,32.45576315,9.724870162,27.37706214,9.53956485,26.50608403,18.16226466,18.90927871,32.03693768,4.772074303,15.44442747
155,tt2261391,Chicago Fire S01E01 HDTV x264 LOL VTV  ,7.9,65.95744681,2012,2115.986395,788.9387755,45.97524404,60.08611624,6.622012188,20.6708147,34.60111956,14.93241666,19.47366347,17.08848291,13.67865112,30.09144255,27.49397753,25.68726434,30.56212591,20.27279857,31.45228361,11.03640059,25.4521214,15.30996242,27.82909675,34.27429046,4.418612525,8.845518737
156,tt4655480,Chicago Med S01E01 REPACK HDTV x264 KILLERS  ,7.5,57.44680851,2015,2363.552632,828.5394737,39.77884265,56.70820229,7.937680914,18.91399994,39.88989694,15.19278444,19.69173494,17.82187955,19.46634753,31.89462048,25.19582033,24.6656542,36.03903771,20.04971334,31.73532709,13.26674676,32.70617047,17.01648923,23.68858651,34.45461084,1.668571209,10.30250995
157,tt7187044,City on a Hill S01E01 The Night Flynn Sent the Cops on the Ice 1080p AMZN WEB DL DDP5 1 H  ,7.6,59.57446809,2019,2894,1083.8,46.42096285,56.316843,13.37268097,33.19366599,35.70615867,14.36230317,37.37734458,26.68118482,16.09732505,41.86197862,30.67156896,31.49373488,43.24730891,24.63605606,40.33896563,15.43750736,32.34776208,38.54817208,23.19506062,52.7472362,35.92149401,28.94775306
158,tt4452630,Code Black S01E01 HDTV XviD FUM  ,8.1,70.21276596,2015,2597.666667,928.8205128,41.78327861,54.44432456,8.372557961,21.1204934,36.74389595,16.07947224,22.11079615,18.79345222,18.93653358,33.62737786,24.03799764,24.5665237,39.06450308,18.33083943,31.08386027,13.92866326,32.24523319,18.86919051,23.00912905,36.52290454,3.607322132,14.40392627
159,tt2395695,Cosmos  A Space Time Odyssey S01E01 720p Molpol Ingles  ,9.1,91.4893617,2014,2392,1127.384615,72.98934971,70.25430722,6.092715761,10.61887898,37.95303269,8.241792668,11.04011864,10.93641669,9.533549154,15.15983166,24.81944454,28.34467434,17.54989761,24.60908327,35.13015218,6.12094582,14.70476546,9.547550245,14.68120787,37.57247754,0.774980545,4.127797491
160,tt4094300,Crazy Ex Girlfriend S01E01 HDTV x264 LOL 1  ,7.7,61.70212766,2015,2833.244898,1011.040816,41.68099253,66.90859731,6.067313862,19.16470269,44.4775967,8.541280864,24.07261547,21.86890844,9.56691078,26.9983106,46.18942462,38.64308568,32.88777578,32.14763476,48.3353368,14.34212028,24.90239238,28.80840525,26.3467379,42.21870862,2.803378792,19.44143679
161,tt0452046,Criminal Minds S01E01 Extreme Aggressor DVDRip XviD TOPAZ  ,8.1,70.21276596,2005,2392.268293,931.5121951,50.53142152,48.53889551,8.888513355,29.79293134,30.55765179,19.01517175,24.5678995,18.94120455,25.38480822,44.75023662,21.68083527,22.0974624,43.11891773,15.86016774,24.38093715,14.39603964,39.08380677,15.32338105,19.53068292,35.62076361,2.923711442,12.62096385
162,tt3322312,Daredevil S01E01 WEBRip x264 SNEAkY  ,8.6,80.85106383,2015,2214.375,877.5,52.41663091,48.50016103,11.16783572,32.76436635,29.17595758,19.31876058,36.57087519,27.37997607,21.84527863,44.66182914,21.45510238,21.32658905,46.82437595,15.80906368,29.13348808,18.88848671,38.44178614,22.32594796,25.946566,35.17829511,10.96662956,16.39962055
163,tt5753856,Dark S02E01 1080p NF WEB DL DDP5 1 x264 MZABI HI  ,8.7,82.9787234,2017,1294.125,528.25,55.47284462,56.38209156,10.96154539,20.23241316,42.39564582,11.51452375,30.77685194,23.33856633,13.70353338,33.68659802,37.14789005,22.42179124,35.12398216,19.20230666,29.88021119,20.26961236,52.5370443,20.50350099,15.66153905,24.44879922,7.222409781,7.252998764
164,tt3465394,David Attenboroughs Africa S01E01 1080p BluRay x264 SHORTBREHD eng  ,9,89.36170213,2013,1852.166667,848.6666667,70.84167037,56.84839652,7.501014872,18.56723704,33.41457064,14.27495649,20.45156622,17.44632003,12.06844481,29.65190836,24.35962025,22.11505572,32.76884912,20.3688935,27.75626369,11.51731788,24.34154498,10.71649744,23.59360365,28.53159304,0.523316496,18.5688158
165,tt5707802,Dear White People S02E01 PROPER 720p WEBRip x264 STRiFE  ,6.3,31.91489362,2017,1698.25,625.35,44.81968379,61.37220017,7.144939462,26.27558398,41.60830969,9.244443031,32.02910296,24.75576881,12.28412619,26.34719253,35.54309223,36.65189037,40.18609224,29.86617721,46.6110249,15.14615267,30.17933501,17.75712636,20.76738035,48.6298158,17.00805362,33.76538859
166,tt7120662,Derry Girls S01E01 Episode 1 720p NF WEB DL DDP2 0 x264 MZABI  ,8.3,74.46808511,2018,1670.5,635.5833333,48.54836634,63.66427812,10.223637,20.75084024,35.35507661,12.08346393,25.87737694,23.05128872,14.6199493,29.43577575,33.3984168,30.55507598,34.32966608,27.18245299,43.62872704,16.20900617,26.14715137,32.9587019,18.40993563,39.7085357,13.64691337,27.43665767
167,tt5296406,Designated Survivor S01E01 HDTV x264 KILLERS Pilot  ,7.6,59.57446809,2016,2843.283019,1089.377358,48.60905966,67.27425471,11.11843612,23.77952871,35.0879308,14.94149816,22.22828926,16.27045401,25.42856614,30.5623378,23.71482481,26.64480493,33.05617,21.86189935,49.29724,12.41386274,25.52882143,13.45577754,23.51755662,65.70990627,3.757770091,6.299136342
168,tt0773262,Dexter S01E01 Dexter DVDRip XviD SAiNTS  ,8.7,82.9787234,2006,2379.734043,933.4680851,51.26090942,53.68167446,8.928282874,25.65511571,35.06096962,16.80576518,30.06390163,21.74862877,22.92263604,40.17118331,27.15816327,28.57416572,40.37705449,20.12082667,31.2468524,14.80992782,36.15278681,20.79784219,24.69519257,40.54551913,16.96040649,20.92961779
169,tt1606375,Downton Abbey S01E01 720p x264 MIKY eng  ,7.8,63.82978723,2019,3155.186047,1125.674419,41.82150399,66.72846551,8.946927972,17.70825931,50.46220234,10.21945945,22.00901725,21.83183365,12.85361087,24.82103878,38.13718577,36.86830874,37.37891379,32.68038584,53.82519772,13.54646998,24.93474942,17.64663116,29.80098486,54.69302797,0.446215952,4.515791629
170,tt6330218,Easy S01E01 720p WEBRip X264 DEFLATE hi  ,6.8,42.55319149,2016,1823.24,598.24,34.03974005,74.05472379,5.955133899,16.28053101,52.17344402,5.491631972,24.38169515,18.78944703,9.778260489,23.49504963,52.71244837,46.25205678,26.20065761,38.43811691,54.12457102,9.550157326,24.20657707,24.50075373,34.85749126,45.68866376,12.41577669,17.56489012
171,tt2191671,Elementary S01E01 1080p WEB DL DD5 1 H 264 Juggalotus  ,7.9,65.95744681,2012,3010.039216,1203.392157,53.41446863,53.66876459,10.31608593,26.86223472,28.39161854,22.4343647,24.91206858,18.1536302,34.84400728,38.81621789,18.72827723,21.26739765,40.00812497,13.5865377,30.73963148,15.32032923,33.09947409,12.77955002,21.79356857,38.8675456,1.140002824,7.707966159
172,tt2290339,Emily Owens M D S01E01 720p HDTV x264 EVOLVE eng  ,7.5,57.44680851,2012,2417.833333,850.5,40.20856398,59.85069401,7.490386386,22.8906956,47.92262767,14.55533896,23.7664364,20.69299951,17.0015453,26.27572224,31.93626377,28.34971478,35.95980744,26.86019424,38.01184952,13.96550702,27.00825251,12.33513941,33.24833405,37.54080708,1.451851911,9.028329235
173,tt3228904,Empire 2015 S01E01 Pilot 1080p WEB DL DD5 1 H 264 QUEENS  ,7.4,55.31914894,2015,2668.75,955.5,41.90200699,58.46060637,12.85142654,28.62553887,40.70244124,13.65611432,34.32317154,27.17693223,18.64551682,31.61338189,37.41328286,32.4702587,41.46911796,26.57650971,42.37277932,18.56684774,33.79862635,17.63857398,29.55469128,42.88541348,11.18089392,15.23122047
174,tt0108757,ER S08E01 Four Corners 1080p AMZN WEB DL DDP2 0 H264 SiGMA  ,7.7,61.70212766,1994,2802.227273,1051.772727,47.04164052,53.41687646,7.572620786,20.71927924,37.42138821,14.09701904,20.77357193,20.5557588,16.87777381,29.86889422,25.09633217,26.38035619,37.60858192,18.58455666,27.099721,12.93544391,31.04517687,16.51861022,21.30810956,33.70086958,3.550046024,14.08264264
175,tt9252470,euphoria us s01e01 web h264 tbs  ,5,4.255319149,2011,2122.875,771.375,43.5251473,52.20434632,7.24495354,32.24045877,33.34165679,10.71044032,46.49928388,34.59305172,10.15855319,34.3379721,37.93653594,34.79474129,50.68655701,24.39740853,41.6891748,21.91471376,44.68323023,22.43853479,22.70320452,42.85425373,52.01132771,55.71299449
176,tt2802850,Fargo S01E01 BDRip x264 DEMAND  ,9,89.36170213,2014,1872.7,731.2,50.80476833,55.99702898,13.86835916,25.75126704,28.49430839,16.11609803,26.40815735,22.35260283,19.87106852,32.61173324,23.52288895,24.68695063,36.44013116,17.98653914,30.81446441,12.32357768,27.66805111,18.69686525,24.37595401,38.36957297,5.383669249,16.52414301
177,tt1984119,Feud S01E01 720p HDTV x264 FLEET 2  ,8.5,78.72340426,2017,2526.571429,959.8571429,47.89110131,65.30285079,8.019432169,21.30011887,44.92811446,12.66758607,24.82072513,21.20250411,17.46800527,23.27037949,38.18494834,34.15358355,33.20470641,32.5350057,45.48859792,15.25645768,27.02601088,11.28511094,30.96477021,39.76194193,7.052047954,9.884260642
178,tt0303461,firefly s01e01 serenity pilot dvdrip xvid  ,9,89.36170213,2002,2075.4,746.9333333,42.48103827,60.47213377,8.36206822,24.63640335,36.68891697,17.11803839,22.73254774,20.20608294,17.70506818,34.76199461,24.27708805,27.47677214,36.82543423,20.68870713,40.40209106,12.13036517,25.82950457,12.51404495,27.11863104,46.23328651,4.623007104,10.0622426
179,tt6587094,Five Came Back S01E01 The Mission Begins WEBRip x264 RARBG  ,8.3,74.46808511,2017,3818,1541,54.45762467,49.19665731,3.837255151,26.14153603,24.49213829,20.05373859,16.28271988,16.73866933,26.42472387,46.36009181,14.28171343,11.10852543,42.6034416,12.54597443,25.04423234,9.834326341,26.87937515,7.611928772,16.86693993,28.69348329,0.744787953,4.00847565
180,tt4591390,Fixer Upper s04e09 the floating fixer upper hdtv x264 w4f  ,8.3,74.46808511,2013,3683.428571,1431,50.37964746,83.46585502,7.729201314,5.661312004,33.10306271,5.756163046,6.842178014,9.493959668,4.672005663,2.630917898,46.14632227,34.08519833,7.882704942,25.45448776,49.3478509,3.750313656,5.14808288,6.140282444,24.38136231,36.07137948,0.183215645,23.61942939
181,tt5687612,Fleabag S01E01 720p WEB h264 spamTV PRiME  ,8.6,80.85106383,2016,1228.916667,435,41.04600207,75.42639302,7.920058477,22.13088275,53.66549547,12.85270698,30.58184314,24.55399455,12.34685867,33.88789724,66.0045066,55.1360113,35.01817878,47.37971079,68.40561993,14.69681634,26.50742288,43.51426283,45.9234043,59.10621142,20.24014408,38.87659928
182,tt0109831,Four Weddings And A Funeral S01E01 Kash With A K 720p HULU WEB DL AAC2 0 H264 NTb  ,7,46.80851064,1994,2626.75,967.25,44.64289366,70.53100026,6.712213352,16.81458772,47.39797843,6.868850447,22.43905266,17.70875305,8.301812309,25.89581146,48.01424725,40.72114823,31.74296565,33.15136723,54.19685867,11.41883057,22.22354087,32.01347189,20.81262779,49.80779121,5.959349551,19.86959566
183,tt0108778,Friends S01E01 720p HDTV x264 BoB  ,8.9,87.23404255,1994,1067.166667,367.8333333,38.60824648,66.17784828,4.84867543,15.99192992,44.64273657,10.93359316,16.59487455,17.76274261,12.59725265,24.54372716,45.02533653,43.96511198,30.14436396,33.50920788,43.27491533,11.5397474,24.44975422,28.33135175,29.2393071,44.76240141,2.187921787,14.60301642
184,tt2092588,Frozen Planet 2011 S01E01 720p BluRay x264 RO4EVA  ,9,89.36170213,2011,2082.375,1060.625,82.64516955,64.9721502,4.175755845,10.96780421,24.86455045,10.52103692,7.660081759,7.143058329,11.2690282,19.09672265,15.67924211,13.44927246,15.80475206,14.9580865,22.1310972,4.857376675,13.66142576,5.86212599,13.70752558,26.68030504,0.457068795,15.6405517
185,tt0944947,Game Of Thrones S01E01 Winter Is Coming HDTV XviD FEVER HI  ,9.4,97.87234043,2011,2047.164384,915.5205479,66.96331155,55.58932017,8.198394189,30.68428565,30.24744654,21.66511604,32.49202769,38.29058206,23.83056901,49.96094139,27.77030903,27.35857209,56.60035049,21.64502794,56.27170407,19.6982155,39.15672167,22.79916432,27.12055966,60.51801691,8.576997298,20.91464164
186,tt1327801,Glee S01E01 720p BluRay x264 SiNNERS track3 eng  ,6.7,40.42553191,2009,2880.589744,1083.205128,47.32570825,67.28549909,7.202144888,20.89238156,38.19085738,10.70076926,21.83977945,19.42582587,15.68702978,20.94759858,45.73747722,35.00368948,30.7124814,28.18803911,46.26435902,13.7324789,29.65634582,16.32048875,25.27723242,46.79162217,2.162637896,13.57992933
187,tt5770786,GLOW S01E01 1080p WEBRip x264 STRiFE 9  ,8,68.08510638,2017,1836.866667,671.5333333,44.46588367,64.1367861,9.352153123,24.22960053,41.66641795,13.23232551,25.39338705,20.15282379,15.43943766,28.5312496,39.88537968,36.68641623,34.47057341,32.6144392,44.77171862,12.44197664,25.43639503,21.02092061,27.30221748,42.98307751,15.62527015,26.14060172
188,tt5516154,Godless 2017 S01E01 WEBRip x264 STRiFE HI  ,8.3,74.46808511,2017,2067.285714,829.7142857,52.83385202,53.4244621,6.816519589,32.33604477,35.26612436,26.42771676,30.37249634,30.96916149,27.94359415,38.84434547,30.71362885,27.42486924,45.48590671,26.74033064,37.38560378,14.98036149,33.08146795,12.38064343,42.95361849,49.6048014,9.298087749,13.95133844
189,tt1869454,Good Omens S01E01 WEBRip x264 ION10 1  ,8.2,72.34042553,2019,2701.5,1145.5,59.64569224,54.04840173,7.06851345,29.86792311,37.03380665,18.12734319,43.80696142,32.88666656,21.85621698,47.20812541,33.14602875,28.91016091,46.32750983,26.27664437,39.74959838,20.57435917,32.02786399,20.73262618,31.53998756,38.96534111,6.435976791,10.99467665
190,tt3749900,gotham s03e12 mad city ghosts hdtv x264 dimension hdtv x264 lol  ,7.8,63.82978723,2014,1933.959596,763.040404,51.66703569,52.5490487,12.17219405,31.42977968,33.50603213,24.20939627,32.01189555,25.37732937,28.4175885,49.30527435,29.39637189,27.99507884,48.52753196,19.72749262,39.57403846,19.12003874,39.61883093,22.43378211,33.44827724,43.17246033,4.789521477,12.22061946
191,tt3609352,grace and frankie s01e01 720p webrip x264 2hd en  ,8.3,74.46808511,2015,1711.730159,630.3809524,44.75152945,67.32633487,7.201255228,20.8946178,45.09916132,10.50052802,25.53469492,20.53554677,10.76290107,28.07749081,40.74469167,36.72807921,32.26729871,31.43768225,48.37443904,13.15581724,25.62370535,28.08676282,27.14901533,38.86234878,6.917234076,17.3688652
192,tt0413573,greys anatomy s06e02 dvdrip xvid reward  ,7.6,59.57446809,2005,2668.655556,948.0666667,41.4876833,58.00113049,7.465288698,19.49509997,42.7589561,13.7317176,23.59141272,20.78637205,16.56642001,31.3826732,28.0089645,28.95726883,37.09069521,22.93664241,35.73135836,14.14197811,28.51800119,18.37052699,22.81571402,36.33164019,4.047815935,14.31336775
193,tt2243973,Hannibal (2013)   S01E01   Ap+┬«ritif (1080p BluRay x265 RCVR) eng  ,8.5,78.72340426,2013,1323.025641,522.7179487,51.98016733,50.33844798,10.26031597,28.11488332,32.34078862,22.31645442,33.68200794,25.16269912,36.32001059,50.75338482,28.89480048,30.36785824,47.41107853,20.24367266,33.63048587,20.78220083,44.42125728,20.43033776,25.19017709,41.91963643,1.541513269,6.587146013
194,tt0437005,Hells Kitchen US S07E01 WS PDTV XviD LOL  ,7,46.80851064,2005,3765.741935,1307.322581,39.03127186,59.0545183,4.096320615,21.76968853,37.35019819,11.51426691,32.78527227,24.27749608,14.12983197,28.7501616,32.82698338,33.69754446,30.29986807,29.06693587,29.0160217,21.7910831,29.82626745,15.55390316,29.67283673,40.9432906,11.15890756,19.72446163
195,tt7008682,Homecoming S01E01 Mandatory WEB DL DDP5 1 H 264 NTb HI C  ,7.5,57.44680851,2018,1234.2,397.2,31.42073018,68.10647681,5.461237587,15.05110997,35.61884209,7.520328041,19.35805761,14.19457988,7.265561354,12.48981285,24.33216962,23.03964333,25.73487439,16.50140972,41.44127061,8.196393999,18.40775395,9.083406753,26.18759399,30.05356054,9.613607,6.402020287
196,tt1796960,Homeland S01E01 480p HDTV H264 eng  ,8.3,74.46808511,2011,1981.27381,724.2738095,43.74300182,55.27126557,8.602536874,25.85749656,35.4350216,20.18798589,27.4137064,19.33159112,25.61415698,35.12916782,20.9313198,23.26990856,37.71234709,15.98992111,30.99975364,14.10649361,29.19374071,17.27021835,25.29825337,44.61555948,12.21963116,12.10175599
197,tt0412142,House M D S01E01 720p WEB DL Dual Audio HDCLUB eng  ,8.7,82.9787234,2004,2442.278351,991.2886598,55.26444967,46.89468051,9.257311514,22.98504001,31.86054536,14.72958781,29.55966553,28.5258592,18.77158088,40.46407526,20.88331824,21.65040225,50.28051717,16.954686,30.38020258,20.89632879,39.23812462,17.39514312,19.27102279,33.37351755,2.722874132,18.02910819
198,tt1856010,House Of Cards 2013 S01E01 720p BluRay x264 anoXmous eng   Copy  ,8.8,85.10638298,2013,2470.073529,961.3529412,50.34247601,66.53910775,14.79649791,21.25608155,37.84173631,10.51720639,20.85426819,16.38420779,21.62093861,23.65639755,24.81348898,27.35562265,30.62563924,22.94987964,44.63582532,11.01841207,24.03123222,13.89156345,21.81961029,58.35991486,4.09374606,7.012083808
199,tt3501584,iZombie S01E01 720p BluRay X264 REWARD  ,7.9,65.95744681,2015,2529.724138,1042.482759,56.80129426,54.07612533,10.43199334,26.58117509,30.86729422,22.06845381,28.59554826,23.25974593,29.84720245,39.13463645,24.59562389,24.52003104,41.19765889,17.50764457,33.11756536,16.53185377,34.34035719,16.88283045,27.77143211,32.88328989,4.473605853,17.1674026
200,tt2357547,Jessica Jones S01E01 WEBRip x264 WR  ,8,68.08510638,2015,2043.333333,838,56.25373413,45.02133015,9.897117019,35.07999727,32.80401681,20.99127862,42.08376654,30.99555617,21.66025134,45.41973755,28.33832853,29.3908596,50.48062619,23.56356459,26.83786739,19.29525473,39.97483872,21.19734588,34.48395961,35.5258266,12.80857525,21.07012849
201,tt1489428,justified s01e01 dvdrip xvid reward English  ,8.6,80.85106383,2010,2582.533333,936.2533333,43.48292029,53.40991473,18.96508884,35.75587647,37.71758471,13.95598813,39.61758388,29.26453766,25.44593319,37.47282951,28.60364131,30.70467703,43.991967,24.72821029,35.40826639,16.19882417,33.04585754,20.43948858,30.75012059,44.63500903,15.33796978,18.29620532
202,tt5114356,Legion S01E01 PROPER HDTV x264 KILLERS 3  ,8.3,74.46808511,2017,1211,482.8333333,53.19029748,52.94724636,6.492413441,23.83548646,32.95506434,17.38129664,30.5431079,25.08248092,13.50069854,38.3473794,29.83381157,24.10448525,44.53835456,18.20794856,35.18134837,16.63532585,31.68982625,18.20122041,24.39127631,33.44951433,4.591474257,15.65134956
203,tt7520794,Russian Doll S01E01 Nothing in This World Is Easy NF WEB DL DDP5 1 x264 NTG  ,7.9,65.95744681,2019,1385.125,450.75,33.13695301,53.70569195,8.381168974,22.9591178,49.00384086,12.11397273,33.28725047,26.7725324,18.37643805,37.14131391,35.98810634,26.87533106,42.48609469,28.64125902,34.04538593,15.75887811,34.82580515,22.31654827,25.97320576,23.76921951,29.15814672,34.80925952
204,tt6077448,Sacred Games S01E01 Hindi 1080p NF WEB DL H 264  iND eng  ,8.9,87.23404255,2018,1129.5,453.5,54.06931925,51.34328106,16.8894205,28.33973097,35.53852931,19.05899611,26.90931616,25.36344872,24.21294733,47.82857747,24.76864123,28.53969676,49.82292736,17.97034385,38.81505426,16.4718198,41.57142634,33.73836796,19.16005703,59.91607656,25.48715541,39.98174788
205,tt8362852,Swamp Thing 2019 S01E01 Pilot 720p DCU WEBRip AAC2 0 H264 NTb HI  ,7.9,65.95744681,2019,1835.5,679.2,44.92855767,47.9327232,15.24232099,30.44604685,37.85681952,22.23916227,41.46296307,37.72714544,18.59330419,49.94922975,28.36617997,27.64981134,47.06907042,18.98147667,28.30052075,20.14495228,33.52935189,17.66096531,27.63137422,34.41628771,14.98335909,18.3537841
