,tconst,Title,Score,NormalisedScore,Year,wordcount,totalemotion,Emotional Expression,Pos-Neg,Agressiveness,Anger,Anticipation,Awe,Contempt,Disgust,Dissaproval,Fear,Joy,Love,Negative,Optimism,Positive,Remorse,Sadness,Submission,Surprise,Trust,AFINN(-4&-5),Ero,directors
56,tt0209144, Memento  ,8.4,76.59574468,2000,4333.0,1574.0,43.43142152,45.80773462,12.56797967,21.62632201,29.73085364,10.92561822,26.46888521,24.69975817,10.67128982,31.18079085,23.6904873,29.38429498,42.82705138,16.05832777,18.45565322,12.62055534,31.91318826,24.15261513,20.69842271,38.15563005,26.73487226,24.1523961,Christopher Nolan
57,tt0468569, The Dark Knight (2008) (2160p x265 10bit HDR Tigole) eng  ,9.0,89.36170213,2008,6128.0,2485.0,54.99240079,62.37017545,19.01690141,28.65656784,38.29449424,14.60950317,18.66337264,13.94431103,18.24983801,49.33594178,37.06575253,35.47802442,40.66544723,26.03715665,49.26207877,11.45067124,35.22892765,32.95013323,37.23224456,64.15419478,3.067257775,9.07272859,Christopher Nolan
58,tt1345836, the Dark Knight Rises  ,8.3,74.46808511,2012,5784.0,2450.0,59.93520711,46.57112096,12.11142857,37.07719175,28.5729128,27.2967033,41.38930509,29.83936801,45.93358699,53.640668000000005,20.85989573,22.15164674,48.49548212,14.39804476,27.39598382,18.18835731,36.65652752,11.33921677,25.83664407,45.06876666,3.4566770680000003,8.515673779,Christopher Nolan
59,tt0482571, The Prestige (2006) (2160p x265 10bit HDR Tigole) eng  ,8.5,78.72340426,2006,4905.0,1994.0,55.26825627,59.86058873,8.818455366,13.21653975,32.07987599,6.228686057999999,11.03817782,12.29171385,4.2117879060000005,25.79244481,29.04786492,21.74321062,38.58622551,23.01935988,41.4562703,5.92350823,16.238254,8.799371086,51.34804179,53.9696193,0.574873587,51.50195554,Christopher Nolan
60,tt0038650, It's a Wonderful Life  ,8.6,80.85106383,1946,8863.0,2846.0,31.90011966,67.71398098,25.87245257,17.70923949,47.51676995,11.74928375,14.08639263,15.88760683,10.62329526,15.94572047,40.07937347,43.28309414,30.10494491,38.15256188,46.34214617,7.545822149,22.63817126,13.871531400000002,37.88865047,53.93981653,0.0,6.759393478,Frank Capra
61,tt0056172, Lawrence of Arabia 1962 1080p BluRay H264 AAC RARBG  ,8.2,72.34042553,1962,4991.0,1828.0,44.25233607,68.18804453,10.22045952,36.22402235,33.47921225,8.362228581,27.95127829,27.97169478,10.10736936,50.352466299999996,32.478262699999995,37.22224993,48.2668724,27.69911555,70.98416261,19.38425943,34.08678965,34.39440535,23.96281545,91.63025925,1.48641489,5.682953839,David Lean
62,tt0110413, Leon The Professional 1994 Remastered Extended 720p BRRiP x264 AC3 5 1  ,8.5,78.72340426,1994,3257.0,1313.0,54.34018173,59.38891882,15.06626047,25.57971546,38.57231877,18.19087234,29.33565995,23.81642631,26.86434224,27.08534331,39.38762211,37.26542133,36.67881757,27.25505522,38.011810700000005,15.53818686,34.2433984,12.24964492,33.11502846,43.19868345,22.51718327,20.27121977,Luc Besson
63,tt0118799, Life is Beautiful 1997 EXTENDED 1080p BluRay x264 DTS CHD  ,8.6,80.85106383,1997,4011.0,1671.0,58.02612422,65.22911235,3.28845003,15.59251143,43.463358899999996,14.29360586,20.69858873,16.94368835,13.06738074,23.26374232,33.68392895,32.72267048,27.718825399999997,34.24827408,38.1863855,8.67498602,23.22522189,9.625244634,34.50648905,31.368303899999997,2.456045124,14.47443277,Roberto Benigni
64,tt0017136, Metropolis 1927 Universum Film  ,8.2,72.34042553,1927,1553.0,532.0,37.769271200000006,56.01621613,12.39473684,16.90470689,20.90225564,16.16252169,31.02931379,23.03541111,34.72983306,19.42343003,14.87014078,7.111849502,34.38782768,7.978696273,28.17761758,15.1377419,32.47797065,2.748425117,8.995195247,31.20326625,0.612093672,13.56067883,Fritz Lang
65,tt0053125, North by Northwest (1959)  es en xvid ac3 hd rip en  ,8.3,74.46808511,1959,4986.0,1807.0,43.20052701,60.92737658,6.081903708,18.31143343,40.12778588,14.80396748,19.14075361,16.13617295,26.95637493,23.45855184,28.47488246,30.24433966,36.32531963,24.91230044,40.67426471,12.47879376,28.902902,8.091655573999999,32.71440645,46.20207092,0.332268463,3.319280496,Alfred Hitchcock
66,tt0054215, Psycho 1960 UNCUT 1080p BluRay x264 CREEPSHOW  ,8.5,78.72340426,1960,3733.0,1448.0,50.17072278,55.10761934,18.21546961,21.6887622,40.44198895,7.917552061,24.42915589,21.88780966,12.75985579,26.40584212,35.74074915,43.89313121,42.05078258,33.76987346,36.32398917,16.31419256,43.24701286,18.17604898,16.6124881,44.81546237,0.178702794,6.419683877000001,Alfred Hitchcock
67,tt0047396, Rear Window 1954 by Hitchcock 720p x264 AAC MULTISUB mkv Zen Bud  ,8.4,76.59574468,1954,4530.0,1704.0,46.96076422,56.35039337,10.31924883,16.97303166,34.38326931,17.94149512,17.06855054,14.38361351,26.614347100000003,24.64641063,19.55364144,18.87722922,30.68311589,13.573218599999999,24.02584176,11.02757254,22.69479569,6.006534704,26.48076015,27.56183259,0.124383409,1.652485432,Alfred Hitchcock
68,tt0052357, Vertigo 1958 1080p BluRay X264 AMIABLE  ,8.3,74.46808511,1958,3815.0,1377.0,42.79804739,58.97962225,11.97167756,17.58110726,41.22664554,18.73303167,25.11789526,23.01637501,21.95635316,27.90141877,35.09263859,25.69759114,37.33423263,17.40661722,38.03539744,15.59579509,35.84356261,9.556615439,22.65315581,30.72205127,0.172066677,2.651575616,Alfred Hitchcock
69,tt0364569, Oldboy 2003 REMASTERED 1080p BluRay x264 USURY  ,8.3,74.46808511,2003,2853.0,1222.0,61.23167578,52.31735783,10.79214403,25.25710287,24.71358429,9.38184565,33.4500404,25.58998997,12.37066215,34.97112451,26.73204789,25.11178565,44.83333802,13.66498897,34.28716186,18.45268439,42.30532481,8.375724332999999,15.47910234,38.36539256,20.06854668,41.74605448,Chan-wook Park
70,tt0119698, Princess Mononoke 1997 HMC (1080p Bluray x265 HEVC 10bit AAC 5 1 English Tigole)  ,8.4,76.59574468,1997,4628.0,2065.0,66.12232689,48.34291173,12.77288136,30.70849478,29.59718248,12.49171168,36.16330033,33.97016324,17.89469364,68.13244113,24.21901855,28.07022309,56.38188838,19.26293491,41.27536063,20.79942841,42.62540954,31.86309796,13.80936192,42.08376943,1.862236812,7.978020215,Hayao Miyazaki
71,tt0245429, Spirited Away 2001 1080p BluRay X264 AMIABLE en  ,8.5,78.72340426,2001,2734.0,1108.0,54.92437111,62.75750315,3.967509025,13.13944458,28.17853627,5.173562898999999,19.86473518,27.841504600000004,4.547818638,24.07699276,21.60849536,24.6205576,34.78490141,16.06709352,42.38134819,12.11383678,28.34560557,10.55712752,21.30865984,30.76078264,0.291516459,11.00306272,Hayao Miyazaki
72,tt0180093, Requiem For A Dream Directors Cut DVDRip DivX QiX  ,8.3,74.46808511,2000,3521.0,1194.0,36.82414258,69.46634693,11.96566164,23.74656883,57.11892797,12.00231929,34.23446346,24.06656941,14.067512699999998,15.6589279,51.98401389,47.70184117,32.04943637,48.12352989,52.43499859,10.79166323,19.97041907,19.59346281,52.05584238,54.81350969,25.72908401,41.638441799999995,Darren Aronofsky
73,tt0120815, Saving Private Ryan (1998) BR 1080p 23 976 fps 2 h 48 min 21 sec Eng   by FarangSiam  ,8.5,78.72340426,1998,6049.0,2372.0,51.33050301,70.97487096,4.633220911,29.82995653,15.64617507,14.90271112,29.82581595,20.66583256,14.87052334,40.42379618,19.78408701,21.77693245,35.49690078,16.26049977,59.99238925,13.806914,31.20991304,27.12273825,14.31475571,69.96434997,18.16108432,29.55617276,Steven Spielberg
74,tt0108052, Schindlers List 1993 iNTERNAL BDRip x264 TABUALRiA  ,8.9,87.23404255,1993,5296.0,1993.0,47.00530753,65.37678582,19.30005018,20.06897008,39.08862838,17.25732371,13.41022693,15.05430296,23.5978467,30.72524553,39.63306811,45.71228132,33.34095625,38.6144519,45.81634231,11.04480436,28.36844226,16.8739236,38.27679987,56.31032568,4.004798003,6.172864481,Steven Spielberg
75,tt0082971, the Raiders of the Lost Ark  ,8.4,76.59574468,1981,2559.0,935.0,44.01098631,57.384197,7.052406417,18.39893679,42.28488089,9.196215549,23.54024233,26.21355874,7.185715581,32.85626723,33.28527775,41.71450453,33.79602938,24.14348381,30.18327606,16.65205576,23.93639929,23.45714699,16.6690648,52.7509757,3.022645706,4.66503245,Steven Spielberg
76,tt0086250, Scarface 1983 1080p YAS Eng  ,8.2,72.34042553,1983,7636.0,2590.0,36.84455504,59.5113226,26.73243243,24.9735724,37.70726571,9.590733591000001,26.70837202,22.02640428,12.32183758,35.80417395,32.39477958,34.75523526,37.21416713,29.55473578,38.95830293,13.05937085,33.30467684,17.50078264,29.69029585,48.29445722,40.32024706,33.04813315,Brian De Palma
77,tt0208092, Snatch 2000 1080p BDRip x264 DD DTS    MaLLIeHbKa eng  ,8.3,74.46808511,2000,4732.0,1600.0,36.55471545,39.381345,7.555625,39.437875399999996,30.03636364,13.13653846,24.56487342,31.42943548,20.99576271,48.37071467,24.68233376,28.09567354,56.21931818,20.48545751,22.86980956,19.79764344,35.56466333,9.138513514,20.55187596,33.92513675,34.94276433,35.71705705,Guy Ritchie
78,tt0120915, Star Wars Episode I A New Hope (1977) (English) HD (480x320)  ,8.6,80.85106383,1977,4262.0,1502.0,40.46518281,68.16010993,10.97536618,28.18293433,50.19489166,25.44299908,30.35446409,24.47704136,23.48394231,43.01311084,36.02936355,32.99113003,44.5684869,30.76804241,66.10548288,12.86808845,37.59253861,3.8939072230000003,46.92659565,56.16618559,0.140381784,5.774237501,George Lucas
79,tt0080684, Star Wars Episode V The Empire Strikes Back SDH Bluray New By Ryan  ,8.7,82.9787234,1980,4961.0,1960.0,52.13777964,56.58027232,3.925,37.75435997,31.19851577,33.63343799,25.26672694,28.24391047,17.13939813,52.90178795,30.52963086,21.15520918,50.45514717,16.68920311,50.27137831,12.60036802,27.61891896,11.93601765,41.4688993,47.82380986,0.334598169,2.243998985,Irvin Kershner
80,tt0086190, Star Wars Episode VI Return of the Jedi SDH Bluray By Ryan  ,8.3,74.46808511,1983,4176.0,1683.0,54.30886281,46.80400849,10.44800951,54.23739533,31.00631988,70.95845331,51.84458133,45.19579093,29.94048159,67.32648996,39.39715182,27.27349496,65.60419924,23.46222764,50.17519035,25.52039196,41.91464918,6.950265774,82.8005495,42.76228783,0.145950784,1.965112645,Richard Marquand
81,tt0120737, the Lord of Rings Fellowship of the Ring  ,8.8,85.10638298,2001,5177.0,2217.0,61.20957758,57.18887359,9.418583672,23.27650818,35.57879198,11.20433018,32.62020178,26.49468186,18.94069708,42.12206727,27.07480932,25.58456962,41.26148291,21.01353115,39.52021787,15.25654961,36.74141242,17.14759414,19.72378079,40.61562308,0.092586813,5.1505190999999995,Peter Jackson
82,tt0167260, the Lord of Rings Return of the King  ,8.9,87.23404255,2003,4565.0,2015.0,64.81044968,52.87795932,24.54342432,33.17922701,37.85517708,25.12922313,38.62110123,37.53942208,33.34314674,52.49141886,29.05612983,25.20057532,55.50171015,24.61892624,49.33474315,20.249766100000002,41.89365574,17.41533096,31.98305076,45.80193139,0.12243274800000001,5.163237504,Peter Jackson
83,tt0167261, the Lord of Rings the Two Towers  ,8.7,82.9787234,2002,5292.0,2325.0,64.24697741,54.39541564,16.54408602,30.16635431,38.79022483,12.73846154,40.90975909,33.07943115,18.783306,48.74284196,29.24370983,29.14932887,50.87526353,23.27543159,46.38347559,17.78071567,38.30437877,7.5466434179999995,31.79106126,42.32993289,0.087748961,3.12935221,Peter Jackson
84,tt0253474, the Pianist  ,8.5,78.72340426,2002,2760.0,1093.0,52.39299749,51.28790096,18.09881061,26.50918212,36.50835898,12.23731438,22.29492629,29.38346664,23.0511576,36.60614443,32.3992143,38.96841708,44.73628249,28.60125521,32.070638,18.66572676,33.05662874,22.74177196,26.52531449,42.26297805,6.551302195,12.77259645,Roman Polanski
85,tt0111161, the Shawshank Redemption  ,9.2,93.61702128,1994,5754.0,2517.0,63.72508832,51.34828323,10.47914184,34.55893787,29.555387,14.42376455,40.91217694,30.38819896,13.34653172,32.69210866,22.32482503,21.99074228,42.64193655,18.23405341,29.46260958,16.21107616,29.17207996,30.788476199999998,24.17406665,41.55117701,25.90907606,24.45700341,Frank Darabont
86,tt0120689, The Green Mile 1999 DL 1080p x264 eng sdh  ,8.6,80.85106383,1999,5786.0,2378.0,56.49067164,36.31979551,9.705214466000001,37.34524936,31.88470067,23.30206379,35.03955031,43.35983071,12.71400265,51.584539500000005,25.84292371,24.89522548,60.61915842,21.02712358,22.39084024,18.739056100000003,38.96170851,31.35839793,31.333451300000004,27.30536804,15.20783012,21.19999632,Frank Darabont
87,tt0102926, The Silence of the Lambs (1991)   Web DL 4K 23 976 fps   1 h 58 min 35 sec   Eng  ,8.6,80.85106383,1991,4307.0,1606.0,46.064057700000006,68.82175534,12.31755915,24.12994527,35.90399638,25.580036399999997,29.85718114,22.62885148,31.37598413,32.24470212,33.63533763,33.36491274,33.36298769,22.76813959,52.83897441,14.70918482,28.02791535,21.85049308,30.19112884,65.42031393,8.700593474,11.55607976,Jonathan Demme
88,tt1645170, The Dictator 2012 720p BluRay DTS x264 LEGi0N eng  ,6.4,34.04255319,2012,4393.0,1518.0,38.58646552,60.73867235,12.30764163,27.13091797,38.37824889,16.36363636,27.44533947,21.99200986,29.87539358,28.15878332,31.02235691,33.27189568,41.02635694,23.46222764,46.42038946,19.45236398,29.33578599,19.26432361,23.00128113,60.33132381,4.8547313889999995,21.28803597,Larry Charles
89,tt11326678, The Hunt 2012 iNTERNAL BDRip x264 MANiC  ,8.3,74.46808511,2012,4084.0,1377.0,36.29372016,54.78113475,6.384894699,32.0391651,45.51528355,10.40723982,50.80665177,38.97439501,6.09898699,26.66411268,35.97493012,33.97108621,44.52554158,28.85550567,38.88776587,20.27453361,28.14978932,24.42246168,28.97437871,29.98214846,23.57530595,25.64284652,Bill Roe
90,tt2084970, The Imitation Game 2014 720p BluRay x264 WiKi en  ,8.0,68.08510638,2014,4391.0,1635.0,45.91938001,58.83325296,2.016513761,15.99086827,31.62301918,9.34932957,16.3465335,14.47371017,9.24584046,32.8228321,24.7101988,28.31445896,34.97671483,21.39033387,34.66450182,9.194365067,21.23640462,18.78006447,23.07843686,45.72307154,3.282146993,10.56728528,Morten Tyldum
91,tt0405094, The Lives of Others 2006 1080p BluRay x264 FSiHD  ,8.4,76.59574468,2006,4047.0,1444.0,41.66645295,72.20253185,7.610803324,17.41534467,40.01510954,17.86383976,22.8637049,16.38816906,25.59040331,25.91286053,36.98573641,35.39638426,29.10358545,28.25437415,54.1491355,14.50036329,29.29170725,13.16350977,36.78105982,53.12640044,1.293894372,2.919994369,Florian Henckel von Donnersmarck
92,tt0070735, The Sting 1973 1080p BluRay H264 AAC RARBG  ,8.2,72.34042553,1973,5319.0,2048.0,49.3890843,53.78194392,26.29443359,24.86347537,38.62926136,11.19591346,23.79722112,21.04649698,20.50367452,18.43826258,23.70154265,26.25200457,32.02587531,23.20068581,20.562121899999998,13.63185195,25.01172159,14.27892736,29.31286868,29.96516827,7.887193497,40.57897426,George Roy Hill
93,tt0114814, The Usual Suspects 1995 1080p BluRay x264 AC3 ETRG  ,8.5,78.72340426,1995,4935.0,1794.0,43.50450325,47.68232085,26.34169454,35.10834591,34.18870984,13.84615385,40.74975657,28.03071169,21.534115600000003,46.72119608,21.29515313,26.5916135,48.2035532,19.80674145,29.27130144,16.16042546,37.17389064,22.00578505,28.50011082,38.77622737,32.79942637,28.34408839,Bryan Singer
94,tt0056592, to Kill A Mockingbird  ,8.2,72.34042553,1962,4158.0,1604.0,49.58814796,56.22940353,19.18453865,25.31240246,47.27726139,17.27316325,19.11281922,19.75907007,15.70755315,32.56117983,22.57920708,24.96121963,38.84254352,23.69688726,34.41849986,12.71922652,27.27546201,9.115724203,30.24203875,54.41877634,2.364617925,6.666959036000001,Robert Mulligan
95,tt2475692, Toy Story (1995)  ,8.3,74.46808511,1995,4901.0,2108.0,61.72283046,61.55288878,3.64943074,29.85620565,49.87062274,25.83345497,24.98438739,29.06745424,7.1712282510000005,53.23126957,26.42863062,22.44093506,40.50459464,14.45206537,47.39311976,9.678197032,19.356551,4.161751885,42.76551987,24.01519035,0.105123966,2.936955928,Garry A. Brown
96,tt2160857, Toy Story 3 (2010)  ,8.2,72.34042553,2010,4968.0,1926.0,50.11310068,58.88741248,5.1355140189999995,18.36556574,37.29443972,15.87347232,16.32556489,24.13492781,9.593079536,39.39130904,28.699460700000003,19.98309878,36.72426462,16.08858461,37.05291668,15.610370600000001,27.0798515,7.591703852999999,50.82493614,16.33370769,0.10195249099999999,6.876467407000001,Daniel Baxter
97,tt0910970, WALL +E en  ,8.4,76.59574468,2008,1400.0,693.0,79.47420661,71.71685186,22.2020202,9.73661988,31.722419,4.135864136,4.537234917,7.317413769,0.0,7.996056247,21.07527963,18.43206054,13.21037685,14.5004649,32.44149894,2.324178554,5.008517948,4.21980422,6.108517857000001,34.76268931,0.693198117,1.956503055,Andrew Stanton
98,tt2582802, Whiplash 720p fiveofseven no cinavia  ,8.5,78.72340426,2014,3395.0,1247.0,44.53839748,60.93678406,2.643945469,15.53536228,36.06765328,5.363025106,20.80233066,15.58837985,6.734807606,12.57846938,27.96968515,17.48349261,29.29239511,17.11198592,31.52381294,9.041371423,32.53801652,11.72543835,17.28222849,23.18032343,42.30483892,57.74184047,Damien Chazelle
99,tt5311514, Your Name 2016 English Dub 1080p Bluray x264 Rapta en  ,8.3,74.46808511,2016,4218.0,1697.0,54.11902983,53.53519585,5.180907484,9.66670978,34.34402957,5.06686007,12.04359145,10.7077005,4.948912837,13.23766469,11.79518567,10.6770547,26.78464236,9.147618362000001,13.2276418,6.960209433999999,20.30839713,14.6474701,13.29784525,19.97885437,0.689685016,7.126865035,Makoto Shinkai
100,tt1034007,Alias Grace S01E01 Part 1 1080p iT WEB DL DD5 1 H264 NTb en SDH  ,7.8,63.82978723,2017,2065.833333,916.1666667000002,65.00534831,71.11860824,11.42217961,25.43468659,37.69993303,18.63837196,38.464322100000004,29.03899682,21.35567187,33.84325121,29.69846332,31.25326034,40.01090076,24.39617456,66.16957014,19.00728239,32.26749382,15.322104300000001,30.16100626,48.76907132,2.7267835089999997,12.74140704,Mary Harron
101,tt8154364,Altered Carbon S01E01 Out of the Past eng  ,8.1,70.21276596,2018,2019.6,785.7,50.51121219,47.504892600000005,14.68717527,31.91938232,35.71880178,27.41635653,41.48805881,28.22043613,38.81437288,53.08736798,25.7123714,26.54245693,53.83315338,19.88233983,36.25098186,22.54166519,43.80501233,23.29178527,23.42909524,41.03355923,20.60414641,25.03176203,Alexandre Philippe
102,tt6877772,American Vandal S02E01 WEB x264 STRiFE  ,8.2,72.34042553,2017,2105.875,784.875,45.75385021,48.36574646,6.645412284,32.32000759,23.22149534,9.727958805,37.77055708,40.98984629,6.18749304,30.49640376,21.97387599,22.53600769,47.45200687,13.37710677,29.67890965,12.566720199999999,16.72270499,24.4102595,13.09933865,50.23494948,15.46668747,39.65117905,Tony Yacenda
103,tt7366338,Chernobyl S01E01 720p WEBRip x264 TBS  HI  ,9.5,100.0,2019,2234.0,928.6,58.24709697,56.86268146,5.1265785610000005,19.1138143,21.4518937,17.36361246,18.20370102,17.26915449,8.821176069,33.36318819,12.63711378,13.37375796,32.45576315,9.724870162,27.37706214,9.53956485,26.50608403,18.16226466,18.90927871,32.03693768,4.772074303,15.44442747,Johan Renck
104,tt5753856,Dark S02E01 1080p NF WEB DL DDP5 1 x264 MZABI HI  ,8.7,82.9787234,2017,1294.125,528.25,55.47284462,56.38209156,10.96154539,20.23241316,42.39564582,11.51452375,30.77685194,23.33856633,13.70353338,33.68659802,37.14789005,22.42179124,35.12398216,19.20230666,29.88021119,20.26961236,52.5370443,20.50350099,15.66153905,24.44879922,7.2224097810000005,7.252998764,Baran bo Odar
105,tt3465394,David Attenboroughs Africa S01E01 1080p BluRay x264 SHORTBREHD eng  ,9.0,89.36170213,2013,1852.1666670000002,848.6666667000002,70.84167037,56.84839652,7.501014872000001,18.56723704,33.41457064,14.27495649,20.45156622,17.44632003,12.06844481,29.65190836,24.35962025,22.11505572,32.76884912,20.3688935,27.75626369,11.51731788,24.34154498,10.71649744,23.59360365,28.53159304,0.523316496,18.5688158,Shaun Qureshi
106,tt7120662,Derry Girls S01E01 Episode 1 720p NF WEB DL DDP2 0 x264 MZABI  ,8.3,74.46808511,2018,1670.5,635.5833332999999,48.54836634,63.66427812,10.223637,20.75084024,35.35507661,12.08346393,25.87737694,23.05128872,14.619949300000002,29.43577575,33.3984168,30.55507598,34.32966608,27.18245299,43.62872704,16.20900617,26.14715137,32.958701899999994,18.40993563,39.7085357,13.64691337,27.43665767,Michael Lennox
107,tt6330218,Easy S01E01 720p WEBRip X264 DEFLATE hi  ,6.8,42.55319149,2016,1823.24,598.24,34.03974005,74.05472379,5.955133899,16.28053101,52.17344402,5.491631972,24.38169515,18.78944703,9.778260488999999,23.49504963,52.71244837,46.25205678,26.20065761,38.43811691,54.12457102,9.550157326,24.20657707,24.50075373,34.85749126,45.68866376,12.41577669,17.56489012,Theo Bat Schandorff
108,tt6587094,Five Came Back S01E01 The Mission Begins WEBRip x264 RARBG  ,8.3,74.46808511,2017,3818.0,1541.0,54.45762467,49.19665731,3.8372551510000004,26.14153603,24.49213829,20.05373859,16.28271988,16.73866933,26.42472387,46.36009181,14.28171343,11.10852543,42.603441600000004,12.54597443,25.04423234,9.834326341,26.87937515,7.611928772000001,16.86693993,28.69348329,0.744787953,4.00847565,Laurent Bouzereau
109,tt0109831,Four Weddings And A Funeral S01E01 Kash With A K 720p HULU WEB DL AAC2 0 H264 NTb  ,7.0,46.80851064,1994,2626.75,967.25,44.64289366,70.53100026,6.712213352000001,16.81458772,47.39797843,6.868850447000001,22.43905266,17.70875305,8.301812308999999,25.89581146,48.01424725,40.72114823,31.74296565,33.15136723,54.19685867,11.41883057,22.22354087,32.01347189,20.81262779,49.80779121,5.959349551,19.86959566,Mike Newell
110,tt2092588,Frozen Planet 2011 S01E01 720p BluRay x264 RO4EVA  ,9.0,89.36170213,2011,2082.375,1060.625,82.64516955,64.9721502,4.175755845,10.96780421,24.86455045,10.52103692,7.660081759,7.143058329,11.2690282,19.09672265,15.67924211,13.44927246,15.80475206,14.958086499999999,22.1310972,4.857376675,13.66142576,5.86212599,13.70752558,26.68030504,0.457068795,15.6405517,Mark Linfield
111,tt5516154,Godless 2017 S01E01 WEBRip x264 STRiFE HI  ,8.3,74.46808511,2017,2067.285714,829.7142857000001,52.83385202,53.42446210000001,6.816519588999999,32.33604477,35.26612436,26.42771676,30.37249634,30.96916149,27.94359415,38.84434547,30.71362885,27.42486924,45.48590671,26.74033064,37.38560378,14.98036149,33.08146795,12.38064343,42.95361849,49.6048014,9.298087749,13.95133844,Scott Frank
112,tt1869454,Good Omens S01E01 WEBRip x264 ION10 1  ,8.2,72.34042553,2019,2701.5,1145.5,59.64569224,54.04840173,7.06851345,29.86792311,37.03380665,18.12734319,43.80696142,32.88666656,21.85621698,47.20812541,33.14602875,28.91016091,46.32750983,26.27664437,39.74959838,20.57435917,32.02786399,20.73262618,31.53998756,38.96534111,6.435976791,10.99467665,Douglas Mackinnon
